=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.08 17:01:49 =~=~=~=~=~=~=~=~=~=~=~=

Time, Trap_L, Pec_L
29182, 1, 1, 
29185, 36, 1, 
29187, 16, 0, 
29189, 1, 0, 
29191, 1, 0, 
29193, 4, 0, 
29195, 0, 0, 
29197, 1, 0, 
29199, 1, 0, 
29201, 1, 0, 
29203, 0, 1, 
29205, 0, 0, 
29207, 1, 0, 
29209, 1, 0, 
29211, 0, 0, 
29213, 1, 0, 
29215, 1, 0, 
29217, 4, 1, 
29219, 4, 0, 
29221, 0, 0, 
29223, 1, 0, 
29225, 4, 1, 
29228, 49, 0, 
29230, 64, 4, 
29232, 64, 1, 
29234, 64, 1, 
29236, 49, 0, 
29238, 0, 1, 
29240, 4, 1, 
29243, 0, 0, 
29245, 1, 1, 
29247, 9, 1, 
29249, 0, 0, 
29251, 4, 0, 
29253, 1, 4, 
29255, 0, 1, 
29257, 0, 0, 
29259, 0, 0, 
29261, 1, 0, 
29263, 4, 0, 
29265, 25, 0, 
29267, 0, 0, 
29270, 1, 0, 
29272, 1, 0, 
29274, 0, 1, 
29276, 1, 0, 
29278, 1, 0, 
29280, 16, 1, 
29282, 9, 0, 
29284, 9, 0, 
29286, 4, 0, 
29288, 0, 1, 
29290, 1, 0, 
29292, 0, 0, 
29294, 1, 0, 
29296, 1, 0, 
29298, 9, 0, 
29300, 4, 1, 
29302, 16, 0, 
29304, 1, 0, 
29306, 9, 1, 
29308, 0, 0, 
29310, 0, 0, 
29313, 1, 1, 
29315, 0, 9, 
29317, 4, 0, 
29319, 4, 0, 
29321, 0, 0, 
29323, 1, 0, 
29325, 9, 0, 
29327, 0, 4, 
29329, 16, 0, 
29331, 4, 1, 
29333, 0, 0, 
29335, 16, 0, 
29337, 64, 4, 
29339, 9, 1, 
29341, 25, 1, 
29343, 25, 0, 
29345, 0, 0, 
29347, 25, 1, 
29349, 49, 1, 
29351, 4, 0, 
29355, 0, 0, 
29357, 4, 0, 
29359, 1, 0, 
29361, 1, 0, 
29363, 25, 0, 
29365, 4, 0, 
29367, 16, 1, 
29369, 4, 0, 
29371, 4, 4, 
29373, 0, 0, 
29375, 1, 0, 
29377, 0, 0, 
29379, 0, 0, 
29381, 0, 0, 
29383, 0, 0, 
29385, 0, 1, 
29387, 0, 0, 
29389, 4, 0, 
29391, 0, 0, 
29393, 4, 0, 
29395, 0, 0, 
29398, 1, 1, 
29400, 1, 0, 
29402, 9, 0, 
29404, 16, 0, 
29406, 0, 0, 
29408, 4, 0, 
29410, 16, 0, 
29412, 1, 0, 
29414, 16, 1, 
29416, 9, 1, 
29418, 4, 1, 
29420, 16, 1, 
29422, 1, 0, 
29424, 16, 1, 
29426, 0, 0, 
29428, 4, 1, 
29430, 16, 0, 
29432, 1, 1, 
29434, 4, 1, 
29436, 1, 1, 
29438, 0, 0, 
29441, 4, 0, 
29443, 0, 0, 
29445, 4, 1, 
29447, 0, 0, 
29449, 1, 0, 
29451, 4, 1, 
29453, 0, 0, 
29455, 4, 0, 
29457, 1, 0, 
29459, 4, 1, 
29461, 4, 0, 
29463, 4, 0, 
29465, 0, 0, 
29468, 1, 0, 
29470, 16, 0, 
29472, 16, 0, 
29474, 9, 0, 
29476, 25, 1, 
29478, 0, 0, 
29480, 9, 0, 
29483, 9, 0, 
29485, 16, 0, 
29487, 36, 0, 
29489, 1, 4, 
29491, 4, 0, 
29493, 0, 0, 
29495, 9, 0, 
29497, 0, 0, 
29499, 4, 0, 
29501, 0, 1, 
29503, 0, 0, 
29505, 0, 1, 
29507, 0, 0, 
29509, 0, 0, 
29511, 4, 0, 
29513, 25, 0, 
29515, 0, 0, 
29517, 16, 0, 
29519, 0, 0, 
29521, 4, 0, 
29523, 4, 0, 
29526, 0, 1, 
29528, 0, 0, 
29530, 9, 0, 
29532, 0, 0, 
29534, 9, 0, 
29536, 0, 0, 
29538, 0, 0, 
29540, 0, 0, 
29542, 4, 0, 
29544, 81, 1, 
29546, 9, 4, 
29548, 4, 0, 
29550, 1, 0, 
29552, 0, 1, 
29554, 0, 0, 
29556, 0, 0, 
29558, 1, 1, 
29560, 36, 0, 
29562, 0, 0, 
29564, 16, 1, 
29566, 4, 1, 
29569, 0, 0, 
29571, 1, 0, 
29573, 16, 1, 
29575, 1, 4, 
29577, 16, 4, 
29579, 9, 4, 
29581, 1, 0, 
29584, 1, 0, 
29586, 0, 0, 
29588, 1, 0, 
29590, 1, 0, 
29592, 0, 0, 
29594, 1, 1, 
29596, 0, 0, 
29598, 4, 1, 
29600, 49, 0, 
29602, 0, 0, 
29604, 64, 4, 
29606, 1, 0, 
29608, 0, 1, 
29611, 16, 4, 
29613, 0, 0, 
29615, 9, 4, 
29617, 1, 0, 
29619, 0, 0, 
29621, 0, 1, 
29623, 1, 1, 
29625, 0, 1, 
29627, 9, 0, 
29629, 4, 0, 
29631, 9, 1, 
29633, 4, 0, 
29635, 1, 0, 
29637, 49, 0, 
29639, 4, 1, 
29641, 0, 0, 
29643, 1, 0, 
29645, 4, 0, 
29647, 4, 1, 
29649, 4, 0, 
29651, 0, 0, 
29654, 0, 0, 
29656, 4, 0, 
29658, 9, 1, 
29660, 0, 0, 
29662, 0, 0, 
29664, 0, 0, 
29666, 1, 0, 
29668, 4, 0, 
29670, 0, 0, 
29672, 0, 0, 
29674, 9, 0, 
29676, 0, 0, 
29678, 16, 1, 
29680, 0, 0, 
29682, 9, 0, 
29684, 9, 0, 
29686, 0, 0, 
29688, 4, 1, 
29690, 4, 0, 
29692, 0, 0, 
29694, 9, 1, 
29697, 1, 0, 
29700, 0, 0, 
29702, 4, 0, 
29704, 1, 0, 
29706, 0, 0, 
29708, 1, 0, 
29710, 1, 0, 
29712, 0, 0, 
29714, 9, 0, 
29716, 4, 0, 
29718, 4, 0, 
29720, 9, 0, 
29722, 0, 0, 
29724, 0, 0, 
29726, 9, 0, 
29728, 1, 0, 
29730, 4, 0, 
29732, 64, 1, 
29734, 1, 0, 
29736, 64, 1, 
29739, 0, 0, 
29741, 0, 0, 
29743, 1, 0, 
29745, 4, 0, 
29747, 0, 1, 
29749, 0, 0, 
29751, 0, 1, 
29753, 0, 0, 
29755, 0, 0, 
29757, 0, 0, 
29759, 1, 0, 
29761, 1, 0, 
29763, 0, 1, 
29765, 1, 0, 
29767, 0, 0, 
29769, 1, 0, 
29771, 1, 0, 
29773, 0, 0, 
29775, 0, 0, 
29777, 4, 1, 
29779, 4, 0, 
29782, 0, 1, 
29784, 1, 0, 
29786, 1, 0, 
29788, 9, 1, 
29790, 4, 0, 
29792, 36, 1, 
29794, 0, 1, 
29796, 1, 0, 
29798, 0, 0, 
29800, 0, 0, 
29802, 0, 0, 
29804, 4, 1, 
29806, 0, 0, 
29808, 0, 0, 
29811, 1, 0, 
29813, 1, 0, 
29815, 1, 1, 
29817, 16, 1, 
29819, 0, 0, 
29821, 16, 1, 
29824, 16, 1, 
29826, 9, 0, 
29828, 25, 0, 
29830, 64, 4, 
29832, 16, 1, 
29834, 16, 1, 
29836, 9, 1, 
29838, 1, 1, 
29840, 0, 1, 
29842, 0, 0, 
29844, 1, 1, 
29846, 0, 0, 
29848, 4, 1, 
29850, 0, 0, 
29852, 1, 0, 
29854, 0, 0, 
29856, 0, 0, 
29858, 1, 0, 
29860, 1, 1, 
29862, 4, 0, 
29864, 0, 1, 
29867, 1, 1, 
29869, 0, 0, 
29871, 0, 0, 
29873, 0, 0, 
29875, 0, 1, 
29877, 0, 0, 
29879, 0, 0, 
29881, 0, 0, 
29883, 0, 0, 
29885, 0, 0, 
29887, 0, 0, 
29889, 0, 0, 
29891, 4, 0, 
29893, 9, 0, 
29895, 9, 0, 
29897, 49, 0, 
29899, 9, 1, 
29901, 16, 0, 
29903, 4, 1, 
29905, 4, 0, 
29907, 1, 0, 
29910, 9, 0, 
29912, 1, 0, 
29914, 9, 0, 
29916, 1, 4, 
29918, 0, 0, 
29920, 0, 1, 
29922, 0, 1, 
29924, 1, 0, 
29927, 0, 0, 
29929, 0, 0, 
29931, 0, 1, 
29933, 1, 1, 
29935, 0, 0, 
29937, 16, 1, 
29939, 4, 0, 
29941, 36, 4, 
29943, 9, 0, 
29945, 4, 4, 
29947, 1, 1, 
29949, 1, 0, 
29952, 9, 1, 
29954, 9, 0, 
29956, 1, 0, 
29958, 0, 0, 
29960, 4, 0, 
29962, 25, 0, 
29964, 25, 0, 
29966, 0, 0, 
29968, 1, 0, 
29970, 0, 0, 
29972, 1, 0, 
29974, 0, 0, 
29976, 1, 0, 
29978, 0, 0, 
29980, 0, 0, 
29982, 0, 1, 
29984, 0, 1, 
29986, 1, 0, 
29988, 0, 0, 
29990, 1, 0, 
29992, 0, 1, 
29995, 0, 0, 
29997, 0, 0, 
29999, 0, 0, 
30001, 0, 0, 
30003, 0, 1, 
30005, 1, 1, 
30007, 4, 0, 
30009, 4, 0, 
30011, 16, 1, 
30013, 16, 4, 
30015, 9, 1, 
30017, 16, 0, 
30019, 1, 1, 
30021, 1, 1, 
30023, 0, 0, 
30025, 16, 4, 
30027, 1, 0, 
30029, 0, 0, 
30031, 1, 0, 
30033, 1, 0, 
30035, 9, 1, 
30039, 36, 0, 
30041, 0, 1, 
30043, 1, 4, 
30045, 0, 0, 
30047, 4, 0, 
30049, 0, 4, 
30051, 4, 0, 
30053, 25, 0, 
30055, 36, 0, 
30057, 0, 1, 
30059, 36, 0, 
30061, 1, 0, 
30063, 0, 1, 
30065, 1, 1, 
30067, 1, 0, 
30069, 1, 0, 
30071, 1, 0, 
30073, 16, 1, 
30075, 4, 0, 
30077, 0, 0, 
30080, 9, 0, 
30082, 16, 0, 
30084, 1, 0, 
30086, 4, 4, 
30088, 9, 0, 
30090, 4, 0, 
30092, 1, 4, 
30094, 4, 0, 
30096, 4, 0, 
30098, 1, 0, 
30100, 16, 0, 
30102, 0, 0, 
30104, 0, 0, 
30106, 0, 0, 
30108, 4, 1, 
30110, 64, 1, 
30112, 25, 4, 
30114, 0, 1, 
30116, 9, 0, 
30118, 4, 0, 
30120, 0, 0, 
30123, 0, 0, 
30125, 0, 0, 
30127, 0, 1, 
30129, 1, 0, 
30131, 4, 0, 
30133, 36, 1, 
30135, 0, 1, 
30137, 9, 0, 
30139, 0, 0, 
30141, 9, 1, 
30143, 0, 0, 
30145, 0, 0, 
30147, 25, 1, 
30150, 9, 1, 
30152, 4, 0, 
30154, 0, 0, 
30156, 0, 0, 
30158, 1, 1, 
30160, 0, 0, 
30162, 4, 1, 
30164, 0, 1, 
30167, 16, 0, 
30169, 0, 4, 
30171, 1, 0, 
30173, 0, 0, 
30175, 1, 4, 
30177, 1, 0, 
30179, 9, 0, 
30181, 36, 1, 
30183, 0, 0, 
30185, 9, 0, 
30187, 0, 0, 
30189, 4, 0, 
30191, 0, 1, 
30193, 0, 0, 
30195, 1, 0, 
30197, 0, 0, 
30199, 0, 1, 
30201, 1, 0, 
30203, 0, 0, 
30205, 0, 1, 
30208, 0, 0, 
30210, 0, 0, 
30212, 1, 0, 
30214, 1, 0, 
30216, 16, 0, 
30218, 9, 1, 
30220, 25, 1, 
30222, 49, 4, 
30224, 0, 0, 
30226, 49, 0, 
30228, 0, 1, 
30230, 0, 0, 
30232, 49, 1, 
30234, 4, 1, 
30236, 25, 9, 
30238, 1, 0, 
30240, 0, 1, 
30242, 4, 1, 
30244, 4, 0, 
30246, 4, 1, 
30248, 1, 0, 
30251, 1, 1, 
30253, 0, 0, 
30255, 0, 1, 
30257, 0, 4, 
30259, 0, 1, 
30261, 0, 0, 
30263, 0, 0, 
30265, 0, 0, 
30268, 0, 0, 
30270, 0, 0, 
30272, 0, 0, 
30274, 0, 0, 
30276, 0, 0, 
30278, 0, 0, 
30280, 0, 0, 
30282, 0, 0, 
30284, 0, 1, 
30286, 0, 4, 
30288, 0, 1, 
30290, 0, 0, 
30292, 0, 0, 
30295, 0, 0, 
30297, 0, 0, 
30299, 1, 0, 
30301, 4, 0, 
30303, 4, 0, 
30305, 4, 0, 
30307, 1, 0, 
30309, 0, 1, 
30311, 9, 0, 
30313, 1, 1, 
30315, 1, 1, 
30317, 0, 0, 
30319, 0, 1, 
30321, 0, 1, 
30323, 0, 0, 
30325, 1, 0, 
30327, 0, 1, 
30329, 0, 0, 
30331, 0, 0, 
30333, 4, 1, 
30336, 4, 1, 
30338, 0, 1, 
30340, 1, 0, 
30342, 0, 0, 
30344, 0, 1, 
30346, 0, 0, 
30348, 0, 0, 
30350, 1, 1, 
30352, 0, 1, 
30354, 0, 0, 
30356, 0, 0, 
30358, 4, 0, 
30360, 9, 0, 
30362, 9, 0, 
30364, 9, 1, 
30366, 4, 0, 
30368, 0, 1, 
30370, 1, 0, 
30372, 4, 0, 
30374, 0, 1, 
30376, 1, 0, 
30379, 4, 0, 
30381, 1, 0, 
30384, 0, 0, 
30386, 1, 0, 
30388, 1, 0, 
30390, 0, 1, 
30392, 0, 0, 
30394, 0, 1, 
30396, 0, 0, 
30398, 0, 0, 
30400, 0, 0, 
30402, 0, 0, 
30404, 0, 0, 
30406, 0, 1, 
30408, 0, 1, 
30410, 0, 1, 
30412, 0, 1, 
30414, 9, 4, 
30416, 16, 1, 
30418, 16, 0, 
30420, 1, 0, 
30423, 16, 1, 
30425, 9, 1, 
30427, 9, 1, 
30429, 1, 1, 
30431, 0, 0, 
30433, 4, 4, 
30435, 1, 0, 
30437, 121, 0, 
30439, 1, 4, 
30441, 81, 4, 
30443, 16, 1, 
30445, 9, 16, 
30447, 1, 0, 
30449, 0, 1, 
30451, 25, 0, 
30453, 0, 1, 
30455, 9, 0, 
30457, 4, 0, 
30459, 1, 0, 
30461, 0, 0, 
30464, 0, 0, 
30466, 1, 0, 
30468, 1, 0, 
30470, 0, 0, 
30472, 0, 1, 
30474, 0, 0, 
30476, 0, 0, 
30478, 0, 0, 
30480, 1, 0, 
30482, 9, 0, 
30484, 4, 0, 
30486, 0, 1, 
30488, 0, 0, 
30490, 1, 0, 
30492, 4, 0, 
30494, 9, 1, 
30497, 16, 1, 
30499, 1, 1, 
30501, 1, 0, 
30503, 1, 1, 
30505, 0, 0, 
30508, 0, 0, 
30510, 1, 0, 
30512, 4, 0, 
30514, 0, 0, 
30516, 1, 0, 
30518, 0, 0, 
30520, 0, 0, 
30522, 4, 0, 
30524, 1, 0, 
30526, 16, 0, 
30528, 1, 0, 
30530, 9, 0, 
30532, 4, 1, 
30534, 0, 4, 
30536, 1, 0, 
30538, 0, 4, 
30540, 1, 0, 
30542, 0, 1, 
30544, 0, 4, 
30546, 1, 0, 
30548, 1, 0, 
30551, 0, 0, 
30553, 0, 0, 
30555, 0, 0, 
30557, 0, 0, 
30559, 0, 0, 
30561, 1, 0, 
30563, 0, 0, 
30565, 1, 1, 
30567, 1, 1, 
30569, 0, 0, 
30571, 0, 0, 
30573, 0, 0, 
30575, 0, 0, 
30577, 0, 0, 
30579, 0, 0, 
30581, 1, 0, 
30583, 4, 0, 
30585, 1, 0, 
30587, 0, 0, 
30589, 1, 0, 
30592, 0, 0, 
30594, 0, 0, 
30596, 1, 0, 
30598, 9, 1, 
30600, 1, 4, 
30602, 1, 0, 
30604, 1, 0, 
30606, 0, 0, 
30608, 0, 1, 
30611, 0, 0, 
30613, 0, 0, 
30615, 0, 0, 
30617, 0, 0, 
30619, 0, 0, 
30621, 0, 1, 
30623, 0, 0, 
30625, 0, 0, 
30627, 4, 0, 
30629, 16, 1, 
30631, 4, 0, 
30633, 1, 1, 
30636, 0, 0, 
30638, 4, 1, 
30640, 1, 0, 
30642, 0, 0, 
30644, 1, 0, 
30646, 4, 0, 
30648, 4, 0, 
30650, 16, 0, 
30652, 1, 0, 
30654, 0, 1, 
30656, 0, 0, 
30658, 1, 0, 
30660, 0, 1, 
30662, 1, 0, 
30664, 9, 0, 
30666, 0, 0, 
30668, 9, 0, 
30670, 1, 0, 
30672, 0, 0, 
30674, 0, 0, 
30676, 1, 0, 
30679, 0, 1, 
30681, 0, 0, 
30683, 0, 0, 
30685, 0, 0, 
30687, 0, 0, 
30689, 0, 0, 
30691, 0, 0, 
30693, 0, 0, 
30695, 0, 1, 
30697, 0, 1, 
30699, 0, 0, 
30701, 0, 0, 
30703, 0, 0, 
30705, 0, 0, 
30707, 0, 1, 
30709, 9, 0, 
30711, 4, 0, 
30713, 9, 0, 
30715, 64, 0, 
30717, 0, 0, 
30720, 25, 4, 
30722, 9, 0, 
30724, 4, 1, 
30726, 0, 0, 
30729, 0, 1, 
30731, 25, 0, 
30733, 0, 16, 
30735, 16, 0, 
30737, 0, 1, 
30739, 1, 1, 
30741, 0, 0, 
30743, 0, 0, 
30745, 0, 1, 
30747, 0, 1, 
30749, 0, 1, 
30751, 0, 0, 
30753, 1, 0, 
30755, 0, 0, 
30757, 0, 0, 
30759, 0, 0, 
30761, 0, 0, 
30764, 0, 1, 
30766, 0, 1, 
30768, 0, 0, 
30770, 0, 0, 
30772, 0, 0, 
30774, 0, 0, 
30776, 0, 0, 
30778, 1, 0, 
30780, 0, 0, 
30782, 9, 0, 
30784, 0, 0, 
30786, 16, 1, 
30788, 4, 1, 
30790, 1, 0, 
30792, 1, 0, 
30794, 0, 0, 
30796, 4, 0, 
30798, 9, 0, 
30800, 0, 0, 
30802, 9, 1, 
30804, 0, 0, 
30807, 1, 0, 
30809, 0, 0, 
30811, 0, 0, 
30813, 0, 1, 
30815, 0, 1, 
30817, 0, 0, 
30819, 0, 0, 
30821, 1, 0, 
30823, 0, 0, 
30825, 0, 0, 
30827, 0, 0, 
30829, 1, 0, 
30831, 0, 0, 
30833, 0, 0, 
30835, 0, 0, 
30838, 1, 1, 
30840, 0, 0, 
30842, 0, 0, 
30844, 0, 0, 
30846, 0, 0, 
30849, 0, 1, 
30851, 0, 1, 
30853, 0, 0, 
30855, 0, 0, 
30857, 0, 0, 
30859, 0, 0, 
30861, 0, 1, 
30863, 0, 1, 
30865, 0, 0, 
30867, 1, 0, 
30869, 0, 0, 
30871, 0, 0, 
30873, 0, 0, 
30875, 0, 0, 
30877, 0, 0, 
30879, 0, 1, 
30881, 0, 0, 
30883, 0, 0, 
30885, 0, 0, 
30887, 0, 0, 
30889, 0, 0, 
30892, 0, 0, 
30894, 0, 0, 
30896, 0, 0, 
30898, 1, 0, 
30900, 0, 0, 
30902, 0, 0, 
30904, 0, 0, 
30906, 0, 0, 
30908, 0, 0, 
30910, 0, 0, 
30912, 0, 0, 
30914, 0, 0, 
30916, 0, 0, 
30918, 0, 0, 
30920, 0, 1, 
30922, 0, 4, 
30924, 0, 0, 
30926, 0, 1, 
30928, 0, 4, 
30930, 0, 0, 
30932, 0, 0, 
30935, 0, 0, 
30937, 0, 0, 
30939, 0, 0, 
30941, 1, 0, 
30943, 0, 0, 
30945, 1, 0, 
30947, 0, 1, 
30950, 0, 4, 
30952, 0, 1, 
30954, 0, 1, 
30956, 0, 1, 
30958, 0, 1, 
30960, 0, 0, 
30962, 1, 0, 
30964, 0, 0, 
30966, 0, 0, 
30968, 0, 0, 
30970, 0, 0, 
30972, 0, 0, 
30974, 0, 0, 
30977, 0, 0, 
30979, 1, 0, 
30981, 0, 0, 
30983, 0, 1, 
30985, 1, 0, 
30987, 0, 0, 
30989, 0, 0, 
30991, 0, 1, 
30993, 0, 0, 
30995, 1, 0, 
30997, 1, 0, 
30999, 0, 0, 
31001, 0, 0, 
31003, 4, 0, 
31005, 0, 0, 
31007, 0, 0, 
31009, 0, 0, 
31011, 0, 0, 
31013, 0, 0, 
31015, 0, 0, 
31017, 0, 0, 
31020, 0, 0, 
31022, 0, 0, 
31024, 0, 0, 
31026, 0, 0, 
31028, 0, 0, 
31030, 0, 0, 
31032, 0, 0, 
31034, 0, 0, 
31036, 0, 0, 
31038, 0, 0, 
31040, 0, 0, 
31042, 0, 0, 
31044, 0, 0, 
31046, 0, 0, 
31048, 0, 1, 
31050, 0, 0, 
31052, 0, 0, 
31054, 0, 0, 
31056, 0, 0, 
31058, 0, 0, 
31060, 0, 0, 
31064, 0, 0, 
31066, 0, 0, 
31068, 1, 1, 
31070, 0, 0, 
31072, 0, 0, 
31074, 0, 0, 
31076, 0, 0, 
31078, 0, 0, 
31080, 0, 0, 
31082, 0, 0, 
31084, 0, 0, 
31086, 0, 0, 
31088, 0, 0, 
31090, 0, 0, 
31092, 0, 0, 
31094, 0, 4, 
31096, 0, 1, 
31098, 0, 0, 
31100, 0, 0, 
31102, 0, 0, 
31105, 0, 0, 
31107, 0, 0, 
31109, 0, 0, 
31111, 0, 0, 
31113, 0, 0, 
31115, 0, 0, 
31117, 0, 0, 
31119, 0, 0, 
31121, 1, 0, 
31123, 0, 0, 
31125, 0, 0, 
31127, 0, 0, 
31129, 0, 0, 
31131, 0, 0, 
31133, 0, 0, 
31135, 0, 0, 
31137, 0, 0, 
31139, 0, 0, 
31141, 0, 0, 
31143, 0, 0, 
31145, 0, 0, 
31148, 1, 1, 
31150, 0, 0, 
31152, 0, 0, 
31154, 0, 0, 
31156, 1, 0, 
31158, 0, 1, 
31160, 0, 1, 
31162, 0, 4, 
31164, 1, 1, 
31166, 1, 0, 
31168, 0, 1, 
31170, 1, 0, 
31172, 0, 0, 
31175, 0, 0, 
31177, 0, 0, 
31179, 0, 0, 
31181, 0, 0, 
31183, 0, 0, 
31185, 0, 0, 
31187, 0, 1, 
31190, 0, 0, 
31192, 0, 0, 
31194, 0, 0, 
31196, 1, 1, 
31198, 0, 0, 
31200, 0, 1, 
31202, 0, 1, 
31204, 0, 0, 
31206, 0, 1, 
31208, 0, 1, 
31210, 0, 1, 
31212, 0, 0, 
31214, 0, 0, 
31216, 0, 0, 
31218, 0, 1, 
31220, 0, 0, 
31222, 0, 0, 
31224, 1, 0, 
31226, 0, 0, 
31228, 0, 0, 
31230, 0, 0, 
31233, 0, 0, 
31235, 0, 0, 
31237, 0, 0, 
31239, 0, 0, 
31241, 0, 0, 
31243, 1, 0, 
31245, 1, 0, 
31247, 0, 0, 
31249, 0, 0, 
31251, 0, 0, 
31253, 0, 0, 
31255, 0, 0, 
31257, 0, 0, 
31259, 0, 0, 
31261, 0, 0, 
31263, 0, 0, 
31265, 0, 0, 
31267, 0, 1, 
31269, 0, 0, 
31271, 0, 0, 
31273, 0, 0, 
31276, 0, 0, 
31278, 0, 0, 
31280, 0, 0, 
31282, 0, 0, 
31284, 1, 0, 
31286, 1, 0, 
31288, 0, 0, 
31291, 0, 0, 
31293, 0, 0, 
31295, 0, 0, 
31297, 0, 0, 
31299, 0, 0, 
31301, 0, 0, 
31303, 0, 0, 
31305, 0, 0, 
31307, 1, 0, 
31309, 0, 0, 
31311, 0, 0, 
31313, 0, 0, 
31315, 0, 0, 
31318, 0, 0, 
31320, 1, 0, 
31322, 1, 0, 
31324, 0, 0, 
31326, 1, 0, 
31328, 0, 1, 
31330, 1, 1, 
31332, 0, 0, 
31334, 0, 0, 
31336, 0, 1, 
31338, 1, 1, 
31340, 0, 0, 
31342, 0, 0, 
31344, 0, 0, 
31346, 0, 0, 
31348, 0, 0, 
31350, 0, 0, 
31352, 1, 0, 
31354, 0, 0, 
31356, 0, 1, 
31358, 0, 0, 
31361, 0, 0, 
31363, 0, 0, 
31365, 0, 0, 
31367, 0, 0, 
31369, 0, 0, 
31371, 0, 0, 
31373, 0, 0, 
31375, 0, 0, 
31377, 0, 0, 
31379, 0, 0, 
31381, 0, 0, 
31383, 0, 0, 
31385, 0, 0, 
31387, 0, 0, 
31389, 0, 0, 
31391, 0, 0, 
31393, 0, 0, 
31395, 0, 0, 
31397, 0, 0, 
31399, 0, 4, 
31401, 0, 9, 
31405, 0, 0, 
31407, 0, 1, 
31409, 0, 1, 
31411, 0, 9, 
31413, 1, 0, 
31415, 0, 0, 
31417, 0, 0, 
31419, 1, 0, 
31421, 0, 0, 
31423, 0, 0, 
31425, 0, 0, 
31427, 0, 0, 
31429, 0, 0, 
31431, 0, 0, 
31433, 0, 0, 
31435, 0, 0, 
31437, 0, 0, 
31439, 0, 0, 
31441, 0, 0, 
31443, 0, 0, 
31446, 0, 1, 
31448, 0, 0, 
31450, 0, 0, 
31452, 0, 0, 
31454, 0, 0, 
31456, 0, 0, 
31458, 0, 0, 
31460, 0, 0, 
31462, 0, 0, 
31464, 0, 0, 
31466, 0, 0, 
31468, 0, 0, 
31470, 0, 0, 
31472, 0, 0, 
31474, 0, 0, 
31476, 0, 0, 
31478, 0, 1, 
31480, 0, 0, 
31482, 0, 0, 
31484, 0, 0, 
31486, 0, 1, 
31489, 0, 0, 
31491, 0, 0, 
31493, 0, 0, 
31495, 0, 0, 
31497, 0, 0, 
31499, 0, 0, 
31501, 0, 0, 
31503, 0, 0, 
31505, 0, 0, 
31507, 0, 0, 
31509, 0, 0, 
31511, 0, 0, 
31513, 0, 0, 
31515, 0, 0, 
31517, 0, 0, 
31519, 0, 1, 
31522, 0, 0, 
31524, 0, 1, 
31526, 0, 1, 
31528, 0, 0, 
31531, 0, 0, 
31533, 0, 0, 
31535, 1, 1, 
31537, 0, 0, 
31539, 0, 0, 
31541, 0, 0, 
31543, 0, 0, 
31545, 0, 0, 
31547, 0, 0, 
31549, 0, 0, 
31551, 0, 0, 
31553, 0, 0, 
31555, 0, 0, 
31557, 0, 1, 
31559, 0, 1, 
31561, 0, 0, 
31563, 0, 0, 
31565, 0, 0, 
31567, 0, 0, 
31569, 0, 1, 
31571, 0, 0, 
31574, 0, 0, 
31576, 0, 1, 
31578, 0, 0, 
31580, 1, 0, 
31582, 0, 0, 
31584, 0, 0, 
31586, 0, 0, 
31588, 0, 0, 
31590, 0, 0, 
31592, 0, 0, 
31594, 0, 0, 
31596, 0, 0, 
31598, 0, 1, 
31600, 0, 0, 
31602, 0, 0, 
31604, 0, 0, 
31606, 0, 0, 
31608, 0, 0, 
31610, 0, 0, 
31612, 0, 0, 
31614, 0, 0, 
31617, 0, 0, 
31619, 0, 0, 
31621, 0, 0, 
31623, 0, 0, 
31625, 0, 0, 
31627, 0, 0, 
31629, 0, 0, 
31631, 0, 0, 
31634, 0, 0, 
31636, 1, 1, 
31638, 0, 0, 
31640, 0, 0, 
31642, 0, 0, 
31644, 0, 0, 
31646, 0, 0, 
31648, 0, 0, 
31650, 0, 0, 
31652, 0, 0, 
31654, 0, 0, 
31656, 0, 1, 
31659, 0, 1, 
31661, 0, 0, 
31663, 0, 0, 
31665, 0, 0, 
31667, 0, 0, 
31669, 0, 0, 
31671, 0, 0, 
31673, 0, 0, 
31675, 0, 0, 
31677, 1, 0, 
31679, 1, 0, 
31681, 0, 0, 
31683, 0, 0, 
31685, 0, 0, 
31687, 0, 0, 
31689, 0, 0, 
31691, 0, 0, 
31693, 0, 0, 
31695, 0, 0, 
31697, 0, 0, 
31699, 0, 1, 
31702, 0, 4, 
31704, 0, 1, 
31706, 0, 0, 
31708, 0, 0, 
31710, 0, 0, 
31712, 0, 0, 
31714, 0, 0, 
31716, 0, 0, 
31718, 0, 0, 
31720, 0, 0, 
31722, 0, 0, 
31724, 0, 0, 
31726, 0, 0, 
31728, 0, 0, 
31730, 0, 0, 
31732, 0, 0, 
31734, 0, 0, 
31736, 0, 0, 
31738, 0, 0, 
31740, 0, 0, 
31742, 0, 0, 
31745, 0, 0, 
31748, 0, 0, 
31750, 0, 0, 
31752, 0, 0, 
31754, 0, 0, 
31756, 0, 0, 
31758, 1, 0, 
31760, 0, 4, 
31762, 0, 1, 
31764, 0, 1, 
31766, 0, 0, 
31768, 0, 0, 
31770, 0, 0, 
31772, 0, 0, 
31774, 1, 1, 
31776, 0, 0, 
31778, 0, 0, 
31780, 0, 0, 
31782, 0, 0, 
31784, 0, 0, 
31787, 0, 0, 
31789, 0, 0, 
31791, 0, 0, 
31793, 0, 1, 
31795, 0, 1, 
