=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.08 17:01:49 =~=~=~=~=~=~=~=~=~=~=~=

Time, Trap_L, Pec_L
26570, 0, 0, 
26572, 0, 0, 
26574, 0, 0, 
26576, 0, 0, 
26578, 0, 0, 
26580, 0, 0, 
26583, 0, 0, 
26585, 0, 0, 
26587, 0, 0, 
26589, 0, 0, 
26591, 0, 0, 
26593, 0, 1, 
26595, 0, 0, 
26597, 0, 0, 
26599, 0, 0, 
26601, 0, 0, 
26603, 0, 0, 
26605, 0, 0, 
26607, 1, 1, 
26609, 1, 0, 
26611, 4, 4, 
26614, 1, 4, 
26616, 0, 1, 
26618, 0, 1, 
26620, 0, 0, 
26622, 9, 0, 
26625, 0, 0, 
26627, 0, 0, 
26629, 0, 0, 
26631, 1, 0, 
26633, 0, 0, 
26635, 1, 0, 
26637, 0, 0, 
26639, 4, 1, 
26641, 0, 0, 
26643, 4, 0, 
26645, 1, 0, 
26647, 0, 0, 
26649, 0, 1, 
26651, 1, 1, 
26653, 16, 0, 
26655, 9, 4, 
26657, 0, 1, 
26659, 0, 0, 
26661, 9, 4, 
26663, 1, 1, 
26665, 4, 1, 
26668, 0, 0, 
26670, 0, 0, 
26672, 0, 1, 
26674, 0, 0, 
26676, 0, 0, 
26678, 0, 1, 
26680, 1, 1, 
26682, 0, 0, 
26684, 0, 0, 
26686, 0, 0, 
26688, 0, 1, 
26690, 0, 0, 
26692, 0, 0, 
26694, 0, 0, 
26696, 0, 0, 
26698, 0, 0, 
26700, 0, 0, 
26702, 0, 0, 
26704, 1, 0, 
26706, 1, 0, 
26708, 0, 0, 
26711, 1, 0, 
26713, 0, 0, 
26715, 4, 0, 
26717, 0, 1, 
26719, 0, 0, 
26721, 1, 0, 
26724, 4, 1, 
26726, 0, 4, 
26728, 1, 0, 
26730, 0, 0, 
26732, 4, 0, 
26734, 0, 0, 
26736, 9, 1, 
26738, 4, 1, 
26740, 0, 1, 
26742, 4, 0, 
26744, 1, 0, 
26746, 0, 0, 
26748, 1, 1, 
26750, 0, 0, 
26753, 0, 1, 
26755, 0, 0, 
26757, 0, 4, 
26759, 1, 4, 
26761, 0, 0, 
26763, 0, 1, 
26765, 0, 0, 
26767, 0, 0, 
26769, 0, 0, 
26771, 0, 0, 
26773, 0, 0, 
26775, 0, 0, 
26777, 0, 0, 
26779, 0, 0, 
26781, 0, 0, 
26783, 0, 0, 
26785, 0, 0, 
26787, 0, 0, 
26789, 0, 0, 
26791, 0, 0, 
26793, 0, 1, 
26796, 0, 0, 
26798, 1, 0, 
26800, 0, 0, 
26802, 0, 1, 
26804, 0, 0, 
26806, 0, 0, 
26808, 1, 1, 
26810, 0, 0, 
26812, 0, 0, 
26814, 1, 0, 
26816, 0, 1, 
26818, 0, 0, 
26820, 1, 0, 
26822, 0, 0, 
26824, 0, 0, 
26826, 0, 0, 
26828, 0, 0, 
26830, 0, 0, 
26832, 0, 0, 
26835, 1, 0, 
26838, 0, 0, 
26840, 0, 0, 
26842, 0, 0, 
26844, 0, 0, 
26846, 0, 1, 
26848, 0, 0, 
26850, 0, 0, 
26852, 0, 0, 
26854, 1, 0, 
26856, 1, 1, 
26858, 1, 1, 
26860, 1, 0, 
26862, 1, 0, 
26864, 0, 0, 
26866, 1, 0, 
26868, 1, 1, 
26870, 1, 0, 
26872, 0, 1, 
26874, 0, 0, 
26876, 1, 1, 
26878, 0, 0, 
26881, 0, 0, 
26883, 0, 0, 
26885, 0, 0, 
26887, 1, 0, 
26889, 1, 0, 
26891, 0, 0, 
26893, 1, 0, 
26895, 0, 1, 
26897, 9, 0, 
26899, 1, 1, 
26901, 4, 0, 
26903, 0, 0, 
26905, 0, 0, 
26907, 0, 0, 
26909, 0, 0, 
26911, 0, 0, 
26913, 0, 1, 
26915, 1, 9, 
26917, 0, 4, 
26919, 0, 4, 
26921, 0, 1, 
26924, 1, 0, 
26926, 0, 1, 
26928, 0, 4, 
26930, 0, 4, 
26932, 1, 1, 
26934, 0, 1, 
26936, 1, 0, 
26938, 0, 0, 
26940, 1, 0, 
26942, 0, 0, 
26945, 0, 0, 
26947, 0, 0, 
26949, 0, 0, 
26951, 0, 0, 
26953, 0, 0, 
26955, 0, 0, 
26957, 0, 0, 
26959, 0, 0, 
26961, 0, 0, 
26963, 1, 0, 
26966, 1, 1, 
26968, 1, 1, 
26970, 1, 0, 
26972, 0, 0, 
26974, 0, 0, 
26976, 0, 0, 
26978, 0, 0, 
26980, 1, 0, 
26982, 1, 0, 
26984, 0, 0, 
26986, 0, 1, 
26988, 0, 0, 
26990, 0, 0, 
26992, 1, 0, 
26994, 1, 0, 
26996, 0, 0, 
26998, 0, 0, 
27000, 0, 9, 
27002, 0, 25, 
27004, 0, 1, 
27006, 1, 25, 
27009, 0, 0, 
27011, 1, 16, 
27013, 1, 9, 
27015, 0, 4, 
27017, 0, 49, 
27019, 0, 0, 
27021, 0, 9, 
27023, 1, 4, 
27025, 0, 9, 
27027, 1, 0, 
27029, 1, 1, 
27031, 9, 1, 
27033, 1, 9, 
27035, 1, 36, 
27037, 0, 36, 
27039, 1, 0, 
27041, 1, 9, 
27043, 4, 1, 
27045, 0, 4, 
27047, 4, 0, 
27049, 1, 0, 
27052, 1, 4, 
27054, 0, 0, 
27056, 1, 0, 
27058, 0, 4, 
27060, 0, 9, 
27062, 0, 4, 
27065, 0, 9, 
27067, 0, 0, 
27069, 0, 4, 
27071, 0, 4, 
27073, 0, 16, 
27075, 1, 1, 
27077, 0, 16, 
27079, 1, 4, 
27081, 0, 36, 
27083, 0, 1, 
27085, 0, 0, 
27087, 0, 1, 
27089, 0, 9, 
27091, 0, 4, 
27094, 0, 64, 
27096, 1, 4, 
27098, 1, 64, 
27100, 4, 0, 
27102, 1, 25, 
27104, 1, 4, 
27106, 0, 4, 
27108, 1, 1, 
27110, 0, 0, 
27112, 0, 0, 
27114, 1, 1, 
27116, 0, 0, 
27118, 0, 1, 
27120, 0, 0, 
27122, 1, 4, 
27124, 0, 4, 
27126, 1, 0, 
27128, 1, 0, 
27130, 4, 0, 
27132, 0, 0, 
27134, 1, 0, 
27137, 1, 0, 
27139, 0, 0, 
27141, 0, 0, 
27143, 0, 0, 
27145, 0, 0, 
27147, 0, 0, 
27149, 0, 0, 
27151, 0, 0, 
27153, 1, 1, 
27155, 0, 1, 
27157, 0, 1, 
27159, 0, 9, 
27161, 0, 1, 
27163, 0, 25, 
27165, 0, 0, 
27167, 0, 100, 
27169, 1, 16, 
27171, 4, 0, 
27173, 0, 0, 
27175, 0, 4, 
27177, 0, 9, 
27181, 1, 4, 
27183, 0, 16, 
27185, 0, 0, 
27187, 1, 9, 
27189, 0, 0, 
27191, 4, 4, 
27193, 1, 0, 
27195, 0, 4, 
27197, 0, 36, 
27199, 0, 9, 
27201, 0, 0, 
27203, 0, 0, 
27205, 0, 0, 
27207, 0, 0, 
27209, 0, 0, 
27211, 0, 0, 
27213, 0, 0, 
27215, 0, 0, 
27217, 0, 0, 
27219, 0, 0, 
27222, 0, 0, 
27224, 0, 1, 
27226, 0, 0, 
27228, 0, 0, 
27230, 0, 0, 
27232, 0, 0, 
27234, 0, 0, 
27236, 0, 1, 
27238, 0, 0, 
27240, 0, 0, 
27242, 0, 0, 
27244, 0, 0, 
27246, 0, 0, 
27248, 1, 16, 
27250, 0, 9, 
27252, 1, 16, 
27254, 0, 64, 
27256, 1, 1, 
27258, 1, 16, 
27260, 0, 4, 
27262, 0, 36, 
27265, 1, 0, 
27267, 0, 4, 
27269, 0, 0, 
27271, 0, 1, 
27273, 0, 1, 
27275, 0, 4, 
27277, 0, 1, 
27279, 0, 0, 
27281, 0, 4, 
27283, 0, 1, 
27285, 0, 1, 
27288, 0, 9, 
27290, 1, 25, 
27292, 0, 1, 
27294, 0, 1, 
27296, 0, 1, 
27298, 0, 0, 
27300, 0, 0, 
27302, 0, 0, 
27304, 0, 1, 
27307, 0, 0, 
27309, 0, 0, 
27311, 1, 0, 
27313, 4, 4, 
27315, 0, 1, 
27317, 0, 0, 
27319, 0, 0, 
27321, 0, 0, 
27323, 0, 0, 
27325, 0, 0, 
27327, 0, 0, 
27329, 0, 0, 
27331, 0, 0, 
27333, 0, 0, 
27335, 0, 0, 
27337, 0, 0, 
27339, 0, 0, 
27341, 0, 0, 
27343, 0, 0, 
27345, 0, 0, 
27347, 0, 0, 
27350, 0, 0, 
27352, 0, 0, 
27354, 0, 0, 
27356, 0, 0, 
27358, 0, 0, 
27360, 0, 1, 
27362, 1, 1, 
27364, 0, 1, 
27366, 1, 0, 
27368, 0, 0, 
27370, 4, 0, 
27372, 1, 0, 
27374, 0, 0, 
27376, 0, 0, 
27378, 0, 0, 
27380, 0, 0, 
27382, 0, 0, 
27384, 0, 0, 
27386, 0, 0, 
27388, 0, 0, 
27390, 0, 0, 
27393, 0, 0, 
27395, 0, 0, 
27397, 0, 0, 
27399, 1, 0, 
27401, 0, 0, 
27403, 0, 0, 
27406, 0, 0, 
27408, 0, 1, 
27410, 0, 1, 
27412, 0, 0, 
27414, 0, 0, 
27416, 0, 0, 
27418, 0, 0, 
27420, 0, 0, 
27422, 0, 0, 
27424, 0, 0, 
27426, 0, 0, 
27428, 0, 0, 
27430, 0, 0, 
27432, 0, 0, 
27435, 1, 0, 
27437, 1, 0, 
27439, 1, 1, 
27441, 0, 0, 
27443, 0, 0, 
27445, 0, 0, 
27447, 0, 0, 
27449, 0, 0, 
27451, 0, 0, 
27453, 0, 0, 
27455, 0, 0, 
27457, 0, 0, 
27459, 0, 0, 
27461, 0, 0, 
27463, 0, 0, 
27465, 0, 0, 
27467, 1, 0, 
27469, 0, 1, 
27471, 0, 0, 
27473, 0, 0, 
27475, 0, 1, 
27478, 0, 0, 
27480, 0, 0, 
27482, 0, 0, 
27484, 0, 0, 
27486, 0, 0, 
27488, 0, 0, 
27490, 0, 0, 
27492, 0, 0, 
27494, 0, 0, 
27496, 1, 0, 
27498, 0, 0, 
27500, 0, 0, 
27502, 0, 0, 
27504, 0, 0, 
27506, 0, 0, 
27508, 1, 0, 
27510, 4, 0, 
27512, 1, 0, 
27515, 0, 1, 
27517, 0, 0, 
27520, 0, 0, 
27522, 0, 0, 
27524, 0, 0, 
27526, 1, 0, 
27528, 0, 0, 
27530, 0, 0, 
27532, 0, 0, 
27534, 0, 0, 
27536, 1, 0, 
27538, 1, 1, 
27540, 0, 0, 
27542, 0, 0, 
27544, 0, 0, 
27546, 0, 0, 
27548, 0, 0, 
27550, 0, 0, 
27552, 0, 0, 
27554, 0, 0, 
27556, 0, 0, 
27558, 0, 0, 
27560, 0, 0, 
27563, 0, 0, 
27565, 0, 0, 
27567, 0, 0, 
27569, 0, 1, 
27571, 0, 0, 
27573, 0, 0, 
27575, 0, 0, 
27577, 0, 0, 
27579, 0, 0, 
27581, 0, 0, 
27583, 0, 0, 
27585, 0, 0, 
27587, 0, 0, 
27589, 0, 0, 
27591, 0, 0, 
27593, 0, 0, 
27595, 0, 0, 
27597, 0, 0, 
27599, 0, 0, 
27601, 0, 0, 
27603, 0, 0, 
27606, 0, 0, 
27608, 0, 0, 
27610, 0, 0, 
27612, 0, 0, 
27614, 0, 0, 
27616, 0, 0, 
27618, 0, 0, 
27621, 0, 1, 
27623, 0, 0, 
27625, 0, 0, 
27627, 0, 0, 
27629, 0, 0, 
27631, 0, 0, 
27633, 0, 1, 
27635, 0, 0, 
27637, 0, 1, 
27639, 0, 0, 
27641, 0, 1, 
27643, 0, 0, 
27645, 0, 0, 
27648, 0, 0, 
27650, 0, 0, 
27652, 0, 0, 
27654, 0, 0, 
27656, 0, 0, 
27658, 0, 0, 
27660, 0, 0, 
27662, 0, 0, 
27664, 1, 0, 
27666, 0, 0, 
27668, 0, 0, 
27670, 0, 0, 
27672, 0, 0, 
27674, 0, 0, 
27676, 0, 0, 
27678, 0, 0, 
27680, 0, 0, 
27682, 0, 0, 
27684, 0, 0, 
27686, 0, 0, 
27688, 0, 0, 
27691, 0, 0, 
27693, 0, 0, 
27695, 0, 0, 
27697, 0, 0, 
27699, 0, 0, 
27701, 0, 0, 
27703, 0, 0, 
27705, 0, 0, 
27707, 0, 0, 
27709, 0, 1, 
27711, 0, 0, 
27713, 0, 0, 
27715, 0, 0, 
27717, 0, 0, 
27719, 0, 0, 
27721, 0, 0, 
27723, 0, 0, 
27725, 0, 0, 
27727, 0, 0, 
27729, 0, 0, 
27731, 0, 0, 
27734, 0, 0, 
27737, 0, 0, 
27739, 0, 1, 
27741, 0, 0, 
27743, 0, 0, 
27745, 0, 0, 
27747, 0, 0, 
27749, 0, 0, 
27751, 0, 0, 
27753, 0, 0, 
27755, 0, 1, 
27757, 0, 0, 
27759, 0, 0, 
27761, 0, 0, 
27763, 0, 0, 
27765, 0, 0, 
27767, 0, 0, 
27769, 1, 0, 
27771, 0, 0, 
27773, 0, 0, 
27776, 0, 0, 
27778, 0, 0, 
27780, 0, 0, 
27782, 0, 0, 
27784, 0, 0, 
27786, 0, 0, 
27788, 0, 0, 
27790, 0, 1, 
27792, 0, 0, 
27794, 0, 0, 
27796, 1, 0, 
27798, 0, 0, 
27800, 0, 0, 
27802, 0, 0, 
27804, 0, 0, 
27806, 0, 0, 
27808, 0, 0, 
27810, 0, 0, 
27812, 1, 0, 
27814, 0, 0, 
27816, 0, 0, 
27819, 0, 0, 
27821, 0, 4, 
27823, 0, 1, 
27825, 1, 0, 
27827, 1, 0, 
27829, 1, 0, 
27831, 1, 0, 
27833, 0, 0, 
27835, 0, 0, 
27837, 1, 0, 
27839, 0, 1, 
27841, 0, 0, 
27843, 0, 0, 
27845, 0, 0, 
27847, 0, 1, 
27850, 0, 0, 
27852, 1, 0, 
27854, 0, 0, 
27856, 0, 1, 
27858, 0, 0, 
27860, 0, 0, 
27863, 1, 0, 
27865, 0, 0, 
27867, 1, 0, 
27869, 1, 0, 
27871, 0, 0, 
27873, 0, 4, 
27875, 0, 1, 
27877, 0, 0, 
27879, 1, 0, 
27881, 0, 0, 
27883, 0, 0, 
27885, 0, 0, 
27887, 1, 0, 
27889, 0, 1, 
27891, 0, 1, 
27893, 0, 0, 
27895, 0, 1, 
27897, 0, 0, 
27899, 0, 0, 
27901, 0, 0, 
27904, 1, 0, 
27906, 0, 0, 
27908, 1, 1, 
27910, 0, 0, 
27912, 0, 0, 
27914, 0, 0, 
27916, 0, 0, 
27918, 0, 0, 
27920, 0, 0, 
27922, 0, 0, 
27924, 0, 0, 
27926, 0, 0, 
27928, 0, 1, 
27930, 0, 1, 
27932, 0, 0, 
27934, 0, 0, 
27936, 0, 0, 
27938, 0, 0, 
27940, 0, 0, 
27942, 0, 0, 
27944, 0, 0, 
27947, 0, 0, 
27949, 0, 0, 
27951, 0, 0, 
27953, 0, 0, 
27956, 0, 0, 
27958, 0, 0, 
27960, 0, 0, 
27962, 0, 0, 
27964, 0, 0, 
27966, 0, 0, 
27968, 0, 0, 
27970, 0, 0, 
27972, 1, 0, 
27974, 0, 1, 
27976, 0, 1, 
27978, 0, 0, 
27980, 0, 0, 
27982, 1, 0, 
27984, 0, 0, 
27986, 0, 1, 
27988, 0, 0, 
27991, 0, 0, 
27993, 0, 0, 
27995, 1, 1, 
27997, 1, 0, 
27999, 1, 0, 
28001, 0, 0, 
28003, 0, 0, 
28005, 0, 0, 
28007, 0, 0, 
28009, 0, 0, 
28011, 0, 0, 
28013, 0, 1, 
28015, 0, 0, 
28017, 0, 0, 
28019, 0, 0, 
28021, 0, 0, 
28023, 1, 0, 
28025, 0, 0, 
28027, 0, 0, 
28029, 0, 0, 
28032, 0, 0, 
28034, 0, 0, 
28036, 1, 0, 
28038, 0, 0, 
28040, 0, 1, 
28042, 0, 0, 
28044, 0, 0, 
28046, 0, 0, 
28048, 0, 0, 
28050, 0, 0, 
28052, 0, 0, 
28054, 0, 0, 
28056, 0, 0, 
28058, 0, 0, 
28060, 0, 0, 
28062, 0, 0, 
28064, 0, 0, 
28067, 0, 0, 
28069, 0, 0, 
28071, 1, 0, 
28073, 0, 0, 
28076, 0, 0, 
28078, 0, 0, 
28080, 0, 0, 
28082, 0, 0, 
28084, 0, 0, 
28086, 0, 0, 
28088, 0, 0, 
28090, 0, 0, 
28092, 0, 0, 
28094, 0, 1, 
28096, 1, 0, 
28098, 0, 0, 
28100, 0, 1, 
28102, 0, 1, 
28104, 0, 0, 
28106, 0, 0, 
28108, 1, 0, 
28110, 1, 0, 
28112, 0, 1, 
28114, 0, 0, 
28116, 0, 0, 
28119, 0, 0, 
28121, 1, 0, 
28123, 1, 0, 
28125, 0, 0, 
28127, 1, 0, 
28129, 9, 0, 
28131, 4, 0, 
28133, 1, 0, 
28135, 0, 0, 
28137, 25, 0, 
28139, 81, 0, 
28141, 1369, 16, 
28143, 100, 49, 
28145, 36, 4, 
28147, 81, 1, 
28149, 441, 9, 
28151, 289, 25, 
28153, 7744, 144, 
28155, 36, 361, 
28157, 1444, 144, 
28160, 289, 16, 
28162, 4, 196, 
28164, 4, 81, 
28166, 0, 25, 
28168, 100, 100, 
28170, 64, 16, 
28172, 1, 25, 
28174, 36, 25, 
28176, 4, 1, 
28178, 4, 16, 
28180, 9, 4, 
28182, 0, 16, 
28184, 9, 9, 
28186, 4, 1, 
28188, 1, 4, 
28190, 1, 1, 
28193, 0, 9, 
28195, 0, 9, 
28197, 1, 1, 
28199, 4, 1, 
28201, 0, 1, 
28204, 0, 0, 
28206, 4, 1, 
28208, 49, 1, 
28210, 49, 0, 
28212, 4, 1, 
28214, 81, 4, 
28216, 0, 1, 
28218, 4, 1, 
28220, 16, 0, 
28222, 144, 1, 
28224, 256, 1, 
28226, 9, 16, 
28228, 9, 1, 
28230, 36, 1, 
28232, 36, 25, 
28234, 4, 1, 
28236, 1, 0, 
28238, 36, 0, 
28240, 4, 0, 
28242, 0, 0, 
28244, 0, 1, 
28247, 1, 0, 
28249, 49, 0, 
28251, 4, 1, 
28253, 4, 0, 
28255, 4, 1, 
28257, 0, 0, 
28259, 1, 0, 
28261, 0, 0, 
28263, 0, 0, 
28265, 4, 0, 
28267, 169, 0, 
28269, 25, 4, 
28271, 4900, 81, 
28273, 676, 324, 
28275, 64, 4, 
28277, 484, 0, 
28279, 225, 100, 
28281, 0, 81, 
28283, 49, 0, 
28285, 289, 49, 
28288, 49, 64, 
28290, 1, 0, 
28292, 16, 16, 
28294, 16, 1, 
28296, 0, 0, 
28298, 1, 1, 
28300, 1, 0, 
28302, 4, 4, 
28304, 4, 0, 
28306, 0, 0, 
28308, 1, 1, 
28311, 0, 0, 
28313, 1, 1, 
28315, 1, 0, 
28317, 0, 0, 
28319, 1, 1, 
28321, 0, 0, 
28323, 0, 1, 
28325, 0, 0, 
28327, 1, 0, 
28329, 0, 1, 
28332, 25, 1, 
28334, 196, 4, 
28336, 9, 4, 
28338, 0, 1, 
28340, 25, 1, 
28342, 4, 1, 
28344, 1, 1, 
28346, 9, 1, 
28348, 16, 0, 
28350, 36, 9, 
28352, 100, 4, 
28354, 9, 0, 
28356, 36, 0, 
28358, 9, 0, 
28360, 4, 0, 
28362, 25, 0, 
28364, 144, 0, 
28366, 1681, 25, 
28368, 25, 36, 
28370, 1089, 64, 
28372, 16, 16, 
28375, 1, 16, 
28377, 1, 25, 
28379, 9, 1, 
28381, 4, 16, 
28383, 81, 0, 
28385, 0, 0, 
28387, 16, 1, 
28389, 0, 1, 
28391, 4, 4, 
28393, 0, 0, 
28395, 4, 1, 
28397, 4, 0, 
28399, 1, 0, 
28401, 1, 1, 
28403, 0, 1, 
28405, 0, 1, 
28407, 0, 0, 
28409, 0, 0, 
28411, 0, 0, 
28413, 0, 0, 
28416, 0, 0, 
28418, 64, 0, 
28420, 100, 4, 
28422, 196, 0, 
28424, 225, 36, 
28426, 100, 0, 
28428, 9, 25, 
28430, 25, 9, 
28433, 9, 1, 
28435, 9, 9, 
28437, 16, 0, 
28439, 1, 1, 
28441, 4, 1, 
28443, 4, 0, 
28445, 16, 4, 
28447, 16, 0, 
28449, 576, 16, 
28451, 1, 4, 
28453, 49, 4, 
28455, 4, 1, 
28457, 16, 4, 
28460, 16, 9, 
28462, 0, 1, 
28464, 1, 4, 
28466, 25, 4, 
28468, 4, 1, 
28470, 0, 1, 
28472, 0, 0, 
28474, 0, 0, 
28476, 0, 0, 
28478, 0, 0, 
28480, 0, 1, 
28482, 1, 0, 
28484, 4, 0, 
28486, 64, 0, 
28488, 9, 1, 
28490, 36, 0, 
28492, 16, 4, 
28494, 1, 0, 
28496, 1, 0, 
28498, 0, 1, 
28500, 1, 1, 
28503, 0, 0, 
28505, 36, 0, 
28507, 64, 1, 
28509, 25, 1, 
28511, 100, 4, 
28513, 16, 0, 
28515, 25, 16, 
28517, 25, 1, 
28519, 49, 4, 
28521, 0, 1, 
28523, 144, 4, 
28525, 9, 4, 
28527, 64, 0, 
28529, 0, 0, 
28531, 4, 0, 
28533, 0, 0, 
28535, 1, 0, 
28537, 0, 0, 
28539, 1, 1, 
28541, 1, 1, 
28544, 1, 0, 
28546, 0, 0, 
28548, 0, 0, 
28551, 0, 0, 
28553, 0, 0, 
28555, 4, 0, 
28557, 9, 4, 
28559, 0, 1, 
28561, 36, 1, 
28563, 144, 1, 
28565, 25, 4, 
28567, 36, 1, 
28569, 0, 4, 
28571, 16, 4, 
28573, 0, 0, 
28575, 0, 0, 
28577, 0, 0, 
28579, 1, 0, 
28581, 81, 0, 
28583, 81, 9, 
28585, 121, 0, 
28588, 4, 16, 
28590, 121, 4, 
28592, 4, 9, 
28594, 4, 36, 
28596, 0, 4, 
28598, 0, 4, 
28600, 4, 4, 
28602, 64, 0, 
28604, 625, 25, 
28606, 25, 16, 
28608, 81, 4, 
28610, 36, 0, 
28612, 1, 9, 
28614, 0, 9, 
28616, 0, 0, 
28618, 1, 16, 
28620, 4, 1, 
28622, 0, 0, 
28624, 1, 1, 
28626, 4, 1, 
28628, 1, 1, 
28631, 0, 1, 
28633, 0, 0, 
28635, 1, 1, 
28637, 0, 1, 
28639, 0, 1, 
28641, 0, 1, 
28643, 0, 0, 
28645, 0, 0, 
28647, 0, 1, 
28649, 0, 0, 
28651, 0, 0, 
28653, 0, 0, 
28655, 16, 1, 
28657, 25, 0, 
28659, 4, 0, 
28661, 0, 0, 
28663, 4, 0, 
28665, 4, 1, 
28668, 0, 0, 
28670, 4, 1, 
28673, 0, 0, 
28675, 0, 1, 
28677, 36, 0, 
28679, 4, 0, 
28681, 36, 4, 
28683, 4, 1, 
28685, 16, 1, 
28687, 1, 0, 
28689, 1, 0, 
28691, 0, 4, 
28693, 4, 0, 
28695, 0, 0, 
28697, 1, 1, 
28699, 1, 0, 
28701, 0, 1, 
28703, 0, 0, 
28705, 9, 1, 
28707, 9, 0, 
28709, 0, 0, 
28711, 4, 0, 
28713, 1, 0, 
28716, 0, 0, 
28718, 0, 1, 
28720, 0, 1, 
28722, 1, 0, 
28724, 1, 1, 
28726, 0, 0, 
28728, 1, 0, 
28730, 0, 0, 
28732, 0, 0, 
28734, 1, 0, 
28736, 1, 1, 
28738, 1, 0, 
28740, 36, 0, 
28742, 9, 1, 
28744, 49, 4, 
28746, 49, 1, 
28748, 256, 9, 
28750, 4, 1, 
28752, 16, 4, 
28754, 4, 0, 
28756, 4, 4, 
28759, 0, 4, 
28761, 1, 0, 
28763, 9, 1, 
28765, 64, 1, 
28767, 25, 1, 
28769, 49, 1, 
28771, 1, 9, 
28773, 1, 0, 
28775, 0, 0, 
28777, 1, 0, 
28779, 0, 0, 
28781, 0, 0, 
28784, 4, 0, 
28786, 0, 0, 
28788, 0, 0, 
28790, 9, 0, 
28792, 0, 0, 
28794, 9, 0, 
28796, 0, 0, 
28798, 9, 0, 
28801, 4, 0, 
28803, 0, 1, 
28805, 1, 0, 
28807, 1, 0, 
28809, 0, 0, 
28811, 0, 0, 
28813, 1, 0, 
28815, 0, 0, 
28817, 0, 0, 
28819, 1, 0, 
28821, 1, 0, 
28823, 0, 0, 
28825, 81, 0, 
28827, 16, 1, 
28829, 25, 0, 
28831, 1, 0, 
28833, 0, 1, 
28835, 9, 1, 
28837, 9, 1, 
28839, 0, 1, 
28841, 36, 1, 
28844, 16, 0, 
28846, 1, 1, 
28848, 9, 0, 
28850, 4, 0, 
28852, 0, 0, 
28854, 1, 0, 
28856, 25, 4, 
28858, 0, 0, 
28860, 4, 1, 
28862, 0, 0, 
28864, 0, 0, 
28866, 0, 1, 
28868, 1, 0, 
28870, 0, 0, 
28872, 4, 0, 
28874, 9, 0, 
28876, 16, 0, 
28878, 1, 0, 
28880, 0, 1, 
28882, 1, 0, 
28884, 1, 0, 
28887, 0, 0, 
28889, 16, 0, 
28891, 1, 0, 
28893, 4, 0, 
28896, 0, 0, 
28898, 1, 0, 
28900, 1, 0, 
28902, 1, 0, 
28904, 36, 0, 
28906, 16, 1, 
28908, 9, 0, 
28910, 1, 1, 
28912, 0, 0, 
28914, 1, 0, 
28916, 1, 0, 
28918, 16, 0, 
28920, 0, 0, 
28922, 16, 1, 
28924, 1, 0, 
28926, 4, 0, 
28929, 0, 0, 
28931, 0, 0, 
28933, 64, 0, 
28935, 121, 4, 
28937, 1, 0, 
28939, 25, 0, 
28941, 9, 0, 
28943, 9, 0, 
28945, 4, 0, 
28947, 1, 0, 
28949, 1, 1, 
28951, 0, 1, 
28953, 0, 1, 
28955, 0, 0, 
28957, 0, 0, 
28959, 0, 1, 
28961, 0, 0, 
28963, 0, 0, 
28965, 0, 0, 
28967, 0, 0, 
28969, 4, 0, 
28972, 16, 4, 
28974, 0, 1, 
28976, 9, 0, 
28978, 0, 0, 
28980, 0, 0, 
28982, 0, 0, 
28984, 1, 0, 
28986, 4, 0, 
28988, 9, 0, 
28990, 0, 0, 
28992, 9, 1, 
28994, 0, 0, 
28996, 1, 0, 
28998, 0, 0, 
29000, 4, 0, 
29002, 36, 0, 
29004, 25, 1, 
29006, 4, 0, 
29008, 1, 0, 
29010, 1, 0, 
29012, 0, 0, 
29016, 1, 0, 
29018, 4, 0, 
29020, 0, 0, 
29022, 4, 0, 
29024, 1, 0, 
29026, 1, 0, 
29028, 9, 0, 
29030, 1, 0, 
29032, 1, 1, 
29034, 0, 0, 
29036, 1, 0, 
29038, 1, 1, 
29040, 9, 1, 
29042, 9, 0, 
29044, 0, 1, 
29046, 0, 0, 
29048, 0, 1, 
29050, 1, 0, 
29052, 4, 0, 
29054, 1, 0, 
29057, 1, 0, 
29059, 1, 0, 
29061, 16, 1, 
29063, 0, 0, 
29065, 4, 4, 
29067, 0, 0, 
29069, 9, 1, 
29071, 9, 1, 
29073, 0, 0, 
29075, 1, 0, 
29077, 16, 0, 
29079, 144, 1, 
29081, 4, 9, 
29083, 16, 4, 
29085, 1, 4, 
29087, 0, 1, 
29089, 1, 1, 
29091, 0, 0, 
29093, 0, 1, 
29095, 0, 0, 
29097, 0, 1, 
29100, 1, 0, 
29102, 0, 4, 
29104, 1, 1, 
29106, 25, 1, 
29108, 0, 1, 
29110, 49, 0, 
29112, 1, 4, 
29114, 16, 0, 
29116, 9, 0, 
29118, 0, 0, 
29120, 16, 0, 
29122, 1, 1, 
29124, 4, 0, 
29127, 0, 0, 
29129, 1, 1, 
29131, 0, 0, 
29133, 0, 0, 
29135, 4, 0, 
29137, 0, 0, 
29139, 0, 0, 
29142, 0, 0, 
29144, 16, 0, 
29146, 36, 4, 
29148, 49, 0, 
29150, 81, 4, 
29152, 4, 1, 
29154, 1, 1, 
29156, 1, 4, 
29158, 1, 1, 
29160, 1, 0, 
29162, 0, 0, 
29164, 0, 0, 
29166, 0, 0, 
29168, 0, 0, 
29170, 1, 0, 
29172, 0, 0, 
29174, 49, 0, 
29176, 64, 1, 
29178, 0, 0, 
29180, 16, 1, 
